left	top	width	height	conf	text	name
367	1937	53	30	96.605606	the	01098.jpg
439	1936	63	38	96.605606	city	01098.jpg
522	1934	36	30	91.959435	of	01098.jpg
578	1934	327	31	53.609711	Charleston’—No.”	01098.jpg
412	1989	830	41	-1.0		01098.jpg
412	1989	830	41	-1.0		01098.jpg
412	1989	830	41	-1.0		01098.jpg
412	1990	171	39	96.293861	Approved	01098.jpg
601	1989	52	31	96.802856	the	01098.jpg
674	1990	70	30	91.615982	11th	01098.jpg
762	1991	61	39	96.597343	day	01098.jpg
840	1991	36	30	96.140945	of	01098.jpg
894	1991	124	33	96.538635	March,	01098.jpg
1037	1991	39	30	93.111687	A.	01098.jpg
1095	1991	39	30	90.907921	D.	01098.jpg
1156	1991	86	30	96.063698	1920.	01098.jpg
0	0	2200	2600	-1.0		01099.jpg
924	224	170	33	-1.0		01099.jpg
924	224	170	33	-1.0		01099.jpg
924	224	170	33	-1.0		01099.jpg
924	224	68	33	96.678131	No.	01099.jpg
1009	225	85	32	96.01133	910.	01099.jpg
386	297	1248	37	-1.0		01099.jpg
386	297	1248	37	-1.0		01099.jpg
386	297	1248	37	-1.0		01099.jpg
386	301	35	32	96.055367	A	01099.jpg
434	300	144	34	94.220016	JOINT	01099.jpg
593	300	301	34	96.30629	RESOLUTION	01099.jpg
911	305	40	28	96.015282	to	01099.jpg
965	300	149	33	96.570084	Amend	01099.jpg
1129	300	148	33	95.200508	Section	01099.jpg
1293	299	23	33	96.810249	5	01099.jpg
1332	299	41	33	95.058434	of	01099.jpg
1388	297	144	35	95.869705	Article	01099.jpg
1548	297	86	33	92.501701	VIII	01099.jpg
485	350	1151	41	-1.0		01099.jpg
485	350	1151	41	-1.0		01099.jpg
485	350	1151	41	-1.0		01099.jpg
485	352	41	32	96.969963	of	01099.jpg
542	352	66	33	96.083557	the	01099.jpg
624	352	250	33	96.349396	Constitution	01099.jpg
892	351	173	40	96.031746	Relating	01099.jpg
1082	357	41	27	96.498985	to	01099.jpg
1139	351	257	33	95.882591	Waterworks	01099.jpg
1412	350	76	33	95.788712	and	01099.jpg
1508	350	128	32	96.51619	Plants	01099.jpg
487	401	1148	48	-1.0		01099.jpg
487	401	1148	48	-1.0		01099.jpg
487	401	1148	48	-1.0		01099.jpg
487	403	60	33	96.523239	for	01099.jpg
571	403	223	46	96.077087	Furnishing	01099.jpg
818	403	127	39	96.504967	Lights	01099.jpg
968	403	50	39	96.593971	by	01099.jpg
1039	402	155	40	96.59214	Adding	01099.jpg
1217	414	24	21	96.89695	a	01099.jpg
1264	402	151	33	96.489388	Proviso	01099.jpg
1437	401	198	39	96.467216	Referring	01099.jpg
486	454	619	40	-1.0		01099.jpg
486	454	619	40	-1.0		01099.jpg
486	454	619	40	-1.0		01099.jpg
486	460	40	27	95.272606	to	01099.jpg
550	455	59	32	96.706154	Ice	01099.jpg
633	454	309	40	96.483223	Manufacturing	01099.jpg
966	454	139	33	96.48484	Plants.	01099.jpg
436	528	1199	41	-1.0		01099.jpg
436	528	1199	41	-1.0		01099.jpg
436	528	1199	41	-1.0		01099.jpg
436	530	147	33	95.997253	Section	01099.jpg
605	531	32	32	96.373291	1.	01099.jpg
657	530	254	33	96.260109	Amendment	01099.jpg
930	535	40	28	96.102104	to	01099.jpg
988	530	144	33	96.888901	Article	01099.jpg
1150	529	100	40	96.610794	VIII,	01099.jpg
1270	529	148	34	96.123322	Section	01099.jpg
1437	528	36	40	93.255646	5,	01099.jpg
1493	528	142	34	93.120506	Consti-	01099.jpg
387	579	1249	48	-1.0		01099.jpg
387	579	1249	48	-1.0		01099.jpg
387	579	1249	48	-1.0		01099.jpg
387	581	132	40	96.259422	tution,	01099.jpg
535	581	190	40	96.625076	Proposed	01099.jpg
740	593	43	21	96.346085	as	01099.jpg
797	586	40	28	96.980309	to	01099.jpg
850	581	223	40	96.38134	Ownership	01099.jpg
1088	581	41	33	96.611496	of	01099.jpg
1146	581	59	33	96.389458	Ice	01099.jpg
1221	581	129	33	96.20768	Plants	01099.jpg
1365	580	50	40	96.837631	by	01099.jpg
1430	579	206	48	96.697441	Municipal	01099.jpg
386	632	1250	42	-1.0		01099.jpg
386	632	1250	42	-1.0		01099.jpg
386	632	1250	42	-1.0		01099.jpg
386	632	378	40	73.826408	Corporations.—Be	01099.jpg
791	634	23	31	94.630119	it	01099.jpg
839	634	147	31	96.024719	resolved	01099.jpg
1011	635	42	39	96.759247	by	01099.jpg
1078	634	54	31	96.357437	the	01099.jpg
1158	633	139	33	96.32608	General	01099.jpg
1322	633	173	40	96.32608	Assembly	01099.jpg
1520	632	37	32	96.621155	of	01099.jpg
1582	632	54	31	96.621155	the	01099.jpg
389	684	1247	42	-1.0		01099.jpg
389	684	1247	42	-1.0		01099.jpg
389	684	1247	42	-1.0		01099.jpg
389	685	90	32	96.2752	State	01099.jpg
497	685	37	31	96.2752	of	01099.jpg
554	685	104	36	96.30529	South	01099.jpg
676	685	170	32	96.90239	Carolina:	01099.jpg
864	684	86	33	96.370941	That	01099.jpg
968	686	54	31	96.625694	the	01099.jpg
1042	685	169	41	96.128159	following	01099.jpg
1228	685	206	31	96.72171	amendment	01099.jpg
1453	692	33	24	96.808907	to	01099.jpg
1507	684	129	33	96.789116	Section	01099.jpg
389	735	1246	42	-1.0		01099.jpg
389	735	1246	42	-1.0		01099.jpg
389	735	1246	42	-1.0		01099.jpg
389	735	17	32	96.354683	5	01099.jpg
423	736	37	32	96.354683	of	01099.jpg
478	736	123	32	96.730614	Article	01099.jpg
619	736	86	31	96.246887	VIII	01099.jpg
724	736	37	32	96.421768	of	01099.jpg
780	737	54	31	96.459732	the	01099.jpg
850	736	221	32	96.416328	Constitution	01099.jpg
1089	737	38	31	96.416328	be	01099.jpg
1145	737	119	40	96.747223	agreed	01099.jpg
1283	742	33	26	96.60643	to	01099.jpg
1334	737	41	39	96.944199	by	01099.jpg
1394	737	185	30	96.330971	two-thirds	01099.jpg
1599	736	36	30	96.676964	of	01099.jpg
388	788	1247	39	-1.0		01099.jpg
388	788	1247	39	-1.0		01099.jpg
388	788	1247	39	-1.0		01099.jpg
388	788	54	31	96.802078	the	01099.jpg
466	789	159	30	96.23394	members	01099.jpg
650	788	121	31	96.236168	elected	01099.jpg
796	794	33	25	96.295128	to	01099.jpg
854	788	78	31	96.295128	each	01099.jpg
958	788	115	31	96.26181	House	01099.jpg
1097	788	64	31	95.46666	and	01099.jpg
1186	789	132	30	96.427734	entered	01099.jpg
1344	798	41	21	93.935913	on	01099.jpg
1411	788	53	30	96.571945	the	01099.jpg
1489	788	146	39	96.610611	journals	01099.jpg
388	838	1247	42	-1.0		01099.jpg
388	838	1247	42	-1.0		01099.jpg
388	838	1247	42	-1.0		01099.jpg
388	839	208	41	96.146835	respectively	01099.jpg
624	839	79	32	96.146835	with	01099.jpg
731	840	54	31	96.536621	the	01099.jpg
812	850	77	29	96.536621	yeas	01099.jpg
916	840	64	30	96.467476	and	01099.jpg
1009	850	79	29	96.439796	nays	01099.jpg
1116	840	96	31	96.470634	taken	01099.jpg
1241	839	133	31	96.6287	thereon	01099.jpg
1402	839	64	31	96.754395	and	01099.jpg
1494	839	38	30	87.293015	be	01099.jpg
1562	838	73	31	87.293015	sub-	01099.jpg
388	890	1247	41	-1.0		01099.jpg
388	890	1247	41	-1.0		01099.jpg
388	890	1247	41	-1.0		01099.jpg
388	891	113	31	96.461388	mitted	01099.jpg
526	896	35	26	96.115982	to	01099.jpg
584	891	54	31	96.951447	the	01099.jpg
663	891	153	40	96.810196	qualified	01099.jpg
842	891	136	31	96.418335	electors	01099.jpg
1004	891	37	31	96.069588	of	01099.jpg
1067	891	54	31	96.541862	the	01099.jpg
1148	890	90	33	96.232246	State	01099.jpg
1263	896	34	26	96.621284	at	01099.jpg
1322	891	54	31	96.079575	the	01099.jpg
1402	900	78	21	95.823174	next	01099.jpg
1506	891	129	39	96.912056	general	01099.jpg
387	941	1249	41	-1.0		01099.jpg
387	941	1249	41	-1.0		01099.jpg
387	941	1249	41	-1.0		01099.jpg
387	942	134	31	95.293129	election	01099.jpg
549	942	180	31	95.293129	thereafter	01099.jpg
758	942	53	31	95.929642	for	01099.jpg
839	942	293	40	95.457176	Representatives,	01099.jpg
1159	948	33	25	96.06292	to	01099.jpg
1219	942	73	31	96.06292	wit:	01099.jpg
1321	942	99	31	96.638901	After	01099.jpg
1447	942	53	30	96.389435	the	01099.jpg
1529	941	107	31	96.047485	words	01099.jpg
389	993	1248	41	-1.0		01099.jpg
389	993	1248	41	-1.0		01099.jpg
389	993	1248	41	-1.0		01099.jpg
389	993	229	32	95.887779	“waterworks	01099.jpg
646	999	137	35	95.569061	systems	01099.jpg
810	994	64	31	95.569061	and	01099.jpg
900	994	107	40	95.83651	plants	01099.jpg
1039	993	53	32	95.972801	for	01099.jpg
1121	993	187	41	96.461143	furnishing	01099.jpg
1335	993	127	40	94.618103	lights,”	01099.jpg
1492	993	63	31	95.286995	add	01099.jpg
1583	993	54	30	95.286995	the	01099.jpg
386	1045	1251	41	-1.0		01099.jpg
386	1045	1251	41	-1.0		01099.jpg
386	1045	1251	41	-1.0		01099.jpg
386	1045	107	31	96.479713	words	01099.jpg
512	1045	84	31	96.237114	“and	01099.jpg
617	1045	46	31	96.398117	ice	01099.jpg
682	1045	268	41	96.432549	manufacturing	01099.jpg
966	1045	138	40	95.958923	plants,”	01099.jpg
1124	1045	63	31	96.852257	and	01099.jpg
1207	1045	88	31	96.430664	after	01099.jpg
1315	1045	53	31	96.35611	the	01099.jpg
1388	1046	108	30	96.535072	words	01099.jpg
1515	1045	122	30	96.412567	“water	01099.jpg
386	1096	1251	41	-1.0		01099.jpg
386	1096	1251	41	-1.0		01099.jpg
386	1096	1251	41	-1.0		01099.jpg
386	1097	63	30	96.046036	and	01099.jpg
461	1096	118	41	96.046036	lights”	01099.jpg
592	1097	63	31	96.606003	add	01099.jpg
671	1097	53	31	96.80558	the	01099.jpg
739	1097	108	31	96.116379	words	01099.jpg
862	1097	83	31	96.805374	“and	01099.jpg
961	1096	77	37	96.094635	ice,”	01099.jpg
1053	1107	36	20	96.923172	so	01099.jpg
1104	1097	68	30	96.600464	that	01099.jpg
1188	1096	69	32	96.110626	said	01099.jpg
1272	1096	131	36	96.110626	section,	01099.jpg
1418	1107	35	20	96.496719	as	01099.jpg
1469	1096	168	36	24.500839	amended,	01099.jpg
388	1147	409	33	-1.0		01099.jpg
388	1147	409	33	-1.0		01099.jpg
388	1147	409	33	-1.0		01099.jpg
388	1148	79	31	96.786705	shall	01099.jpg
490	1148	77	31	96.786705	read	01099.jpg
589	1158	36	21	96.315041	as	01099.jpg
651	1147	146	33	96.315041	follows:	01099.jpg
429	1200	1209	42	-1.0		01099.jpg
429	1200	1209	42	-1.0		01099.jpg
429	1200	1209	42	-1.0		01099.jpg
429	1200	130	33	96.377068	Section	01099.jpg
579	1200	27	32	96.734596	5.	01099.jpg
626	1201	101	32	96.502625	Cities	01099.jpg
745	1203	64	30	95.862686	and	01099.jpg
829	1207	104	26	96.481995	towns	01099.jpg
953	1212	74	29	96.589211	may	01099.jpg
1045	1201	140	40	96.747498	acquire,	01099.jpg
1204	1203	42	39	96.930054	by	01099.jpg
1265	1202	221	31	96.382515	construction	01099.jpg
1506	1211	37	21	93.29277	or	01099.jpg
1562	1211	76	30	91.934212	pur-	01099.jpg
387	1252	1250	41	-1.0		01099.jpg
387	1252	1250	41	-1.0		01099.jpg
387	1252	1250	41	-1.0		01099.jpg
387	1252	105	37	96.868576	chase,	01099.jpg
509	1253	63	31	96.37616	and	01099.jpg
590	1263	74	30	96.642479	may	01099.jpg
681	1259	131	34	96.62484	operate	01099.jpg
830	1254	210	31	96.426575	waterworks	01099.jpg
1057	1258	139	35	96.426575	systems	01099.jpg
1213	1253	63	32	96.440155	and	01099.jpg
1293	1253	108	40	96.440155	plants	01099.jpg
1421	1253	53	31	93.287971	for	01099.jpg
1495	1252	142	31	92.290573	furnish-	01099.jpg
387	1303	1251	42	-1.0		01099.jpg
387	1303	1251	42	-1.0		01099.jpg
387	1303	1251	42	-1.0		01099.jpg
387	1303	55	41	96.679451	ing	01099.jpg
457	1304	97	40	96.396225	lights	01099.jpg
569	1305	64	30	96.08709	and	01099.jpg
651	1304	46	31	96.872055	ice	01099.jpg
714	1304	268	41	96.635826	manufacturing	01099.jpg
997	1305	116	40	96.348648	plants,	01099.jpg
1132	1304	65	32	96.798592	and	01099.jpg
1215	1315	73	29	96.702911	may	01099.jpg
1308	1304	129	32	96.626839	furnish	01099.jpg
1456	1309	101	27	96.722954	water	01099.jpg
1574	1305	64	30	96.2733	and	01099.jpg
387	1355	1252	42	-1.0		01099.jpg
387	1355	1252	42	-1.0		01099.jpg
387	1355	1252	42	-1.0		01099.jpg
387	1355	97	40	95.846657	lights	01099.jpg
511	1356	63	30	96.266411	and	01099.jpg
602	1355	47	31	96.266411	ice	01099.jpg
675	1361	34	26	96.442993	to	01099.jpg
736	1355	206	38	96.51342	individuals,	01099.jpg
970	1356	89	31	96.060158	firms	01099.jpg
1087	1356	64	31	95.718376	and	01099.jpg
1177	1356	126	40	96.614143	private	01099.jpg
1331	1356	224	41	96.232277	corporations	01099.jpg
1586	1355	53	31	96.881889	for	01099.jpg
388	1406	1251	41	-1.0		01099.jpg
388	1406	1251	41	-1.0		01099.jpg
388	1406	1251	41	-1.0		01099.jpg
388	1407	187	31	95.971291	reasonable	01099.jpg
597	1407	261	40	96.384911	compensation:	01099.jpg
883	1407	173	36	96.90802	Provided,	01099.jpg
1080	1406	86	32	95.868828	That	01099.jpg
1189	1418	42	21	95.868828	no	01099.jpg
1255	1407	77	31	96.160721	such	01099.jpg
1357	1407	220	32	95.803986	construction	01099.jpg
1602	1417	37	20	95.803986	or	01099.jpg
387	1458	1252	41	-1.0		01099.jpg
387	1458	1252	41	-1.0		01099.jpg
387	1458	1252	41	-1.0		01099.jpg
387	1458	158	40	96.458069	purchase	01099.jpg
564	1458	80	31	95.889343	shall	01099.jpg
662	1459	39	30	96.791733	be	01099.jpg
720	1458	93	31	96.149208	made	01099.jpg
832	1465	115	34	93.258202	except	01099.jpg
966	1468	86	31	47.26685	ripon	01099.jpg
1072	1469	18	21	95.930206	a	01099.jpg
1109	1459	155	40	96.581795	majority	01099.jpg
1282	1464	75	26	96.671333	vote	01099.jpg
1375	1459	37	31	96.575684	of	01099.jpg
1431	1460	54	30	96.575684	the	01099.jpg
1503	1458	136	31	96.46669	electors	01099.jpg
389	1509	1251	41	-1.0		01099.jpg
389	1509	1251	41	-1.0		01099.jpg
389	1509	1251	41	-1.0		01099.jpg
389	1509	32	30	96.512878	in	01099.jpg
446	1509	70	32	96.512878	said	01099.jpg
540	1509	90	32	94.832626	cities	01099.jpg
655	1519	37	21	96.431084	or	01099.jpg
718	1515	105	26	96.359634	towns	01099.jpg
848	1510	74	32	96.69487	who	01099.jpg
946	1520	56	21	96.056442	are	01099.jpg
1025	1509	152	41	96.258011	qualified	01099.jpg
1204	1516	33	25	96.859505	to	01099.jpg
1263	1516	74	25	96.7118	vote	01099.jpg
1364	1521	41	20	96.27919	on	01099.jpg
1432	1511	53	30	96.27919	the	01099.jpg
1512	1510	128	30	96.423676	bonded	01099.jpg
389	1560	672	33	-1.0		01099.jpg
389	1560	672	33	-1.0		01099.jpg
389	1560	672	33	-1.0		01099.jpg
389	1560	225	32	95.877686	indebtedness	01099.jpg
633	1561	36	31	96.736633	of	01099.jpg
690	1561	69	31	96.494743	said	01099.jpg
779	1561	91	32	95.765434	cities	01099.jpg
890	1571	37	21	96.917343	or	01099.jpg
946	1566	115	27	96.646439	towns.	01099.jpg
440	1634	1201	45	-1.0		01099.jpg
440	1634	1201	45	-1.0		01099.jpg
440	1634	1201	45	-1.0		01099.jpg
440	1634	19	40	93.274078	§	01099.jpg
482	1636	34	31	96.215614	2.	01099.jpg
539	1635	85	33	96.90126	That	01099.jpg
647	1637	91	31	96.767532	those	01099.jpg
760	1637	136	31	96.498405	electors	01099.jpg
916	1643	33	25	96.542488	at	01099.jpg
970	1637	55	31	96.565567	the	01099.jpg
1046	1637	70	32	96.545181	said	01099.jpg
1137	1637	136	32	96.50415	election	01099.jpg
1294	1638	114	41	95.792725	voting	01099.jpg
1429	1637	33	31	96.510277	in	01099.jpg
1485	1636	98	32	96.657394	favor	01099.jpg
1604	1636	37	32	97.005257	of	01099.jpg
391	1687	1251	42	-1.0		01099.jpg
391	1687	1251	42	-1.0		01099.jpg
391	1687	1251	42	-1.0		01099.jpg
391	1687	68	32	96.143845	said	01099.jpg
485	1689	207	30	96.143845	amendment	01099.jpg
718	1688	81	32	96.236824	shall	01099.jpg
826	1689	127	40	96.81987	deposit	01099.jpg
979	1699	19	21	96.745186	a	01099.jpg
1023	1689	100	31	96.11895	ballot	01099.jpg
1149	1689	78	31	96.240753	with	01099.jpg
1254	1689	53	31	96.701111	the	01099.jpg
1337	1688	170	40	96.576149	following	01099.jpg
1534	1689	108	30	96.785233	words	01099.jpg
389	1738	1254	42	-1.0		01099.jpg
389	1738	1254	42	-1.0		01099.jpg
389	1738	1254	42	-1.0		01099.jpg
389	1739	120	40	95.572487	plainly	01099.jpg
540	1739	128	31	95.572487	written	01099.jpg
698	1750	39	20	96.576828	or	01099.jpg
766	1740	130	40	96.136238	printed	01099.jpg
927	1740	152	31	96.301445	thereon:	01099.jpg
1109	1740	243	32	96.444771	“Amendment	01099.jpg
1382	1746	34	26	96.443909	to	01099.jpg
1449	1739	131	34	94.864525	Section	01099.jpg
1614	1738	29	39	94.864525	5,	01099.jpg
389	1790	1255	42	-1.0		01099.jpg
389	1790	1255	42	-1.0		01099.jpg
389	1790	1255	42	-1.0		01099.jpg
389	1790	123	32	96.28112	Article	01099.jpg
530	1790	21	32	96.90416	8	01099.jpg
568	1790	37	32	96.387955	of	01099.jpg
624	1791	54	31	96.730286	the	01099.jpg
698	1790	91	33	96.084579	State	01099.jpg
808	1791	221	32	96.647331	Constitution	01099.jpg
1048	1792	42	39	96.575127	by	01099.jpg
1108	1791	122	41	96.326584	adding	01099.jpg
1247	1792	55	31	96.81871	the	01099.jpg
1322	1792	110	31	96.581856	words	01099.jpg
1452	1791	58	31	93.068344	‘ice	01099.jpg
1530	1801	114	21	93.068344	manu-	01099.jpg
1291	1842	17	12	-1.0		01099.jpg
1291	1842	17	12	-1.0		01099.jpg
1291	1842	17	12	-1.0		01099.jpg
1291	1842	17	12	86.018707	”	01099.jpg
392	1842	896	41	-1.0		01099.jpg
392	1842	896	41	-1.0		01099.jpg
392	1842	896	41	-1.0		01099.jpg
392	1843	165	40	96.04232	facturing	01099.jpg
577	1842	116	41	96.222252	plants’	01099.jpg
714	1843	65	31	96.361168	and	01099.jpg
800	1842	54	31	96.865227	the	01099.jpg
875	1843	109	31	96.458298	words	01099.jpg
1005	1843	74	31	91.93782	‘and	01099.jpg
1102	1842	186	37	72.507668	ice’—Yes;	01099.jpg
1330	1842	316	41	-1.0		01099.jpg
1330	1842	316	41	-1.0		01099.jpg
1330	1842	316	41	-1.0		01099.jpg
1330	1845	66	30	96.20636	and	01099.jpg
1417	1843	93	31	96.294624	those	01099.jpg
1532	1842	114	41	96.742188	voting	01099.jpg
390	1893	1256	42	-1.0		01099.jpg
390	1893	1256	42	-1.0		01099.jpg
390	1893	1256	42	-1.0		01099.jpg
390	1894	126	41	95.969589	against	01099.jpg
543	1894	53	31	96.127914	the	01099.jpg
622	1894	207	31	96.805992	amendment	01099.jpg
855	1894	80	31	95.371315	shall	01099.jpg
963	1894	126	40	95.498627	deposit	01099.jpg
1116	1905	18	20	95.498627	a	01099.jpg
1160	1894	99	32	96.716713	ballot	01099.jpg
1286	1894	78	31	96.325157	with	01099.jpg
1393	1895	52	31	96.696892	the	01099.jpg
1476	1893	170	41	96.091934	following	01099.jpg
390	1945	1256	40	-1.0		01099.jpg
390	1945	1256	40	-1.0		01099.jpg
390	1945	1256	40	-1.0		01099.jpg
390	1946	108	31	96.32814	words	01099.jpg
519	1945	121	40	96.527748	plainly	01099.jpg
662	1945	128	31	96.374245	written	01099.jpg
811	1955	38	21	96.318619	or	01099.jpg
868	1945	129	40	96.318619	printed	01099.jpg
1018	1945	152	31	96.44886	thereon:	01099.jpg
1192	1945	242	32	83.160362	“Amendment	01099.jpg
1457	1951	33	25	96.645889	to	01099.jpg
1515	1945	131	32	96.513306	Section	01099.jpg
392	1996	1255	38	-1.0		01099.jpg
392	1996	1255	38	-1.0		01099.jpg
392	1996	1255	38	-1.0		01099.jpg
392	1997	17	31	95.283562	5	01099.jpg
431	1998	36	30	95.283562	of	01099.jpg
491	1996	125	32	95.702316	Article	01099.jpg
636	1997	21	32	96.636711	8	01099.jpg
678	1996	36	31	95.58847	of	01099.jpg
737	1997	53	31	96.833595	the	01099.jpg
815	1996	90	32	96.895775	State	01099.jpg
927	1996	221	32	95.904884	Constitution	01099.jpg
1170	1997	40	37	95.956032	by	01099.jpg
1233	1997	124	37	96.185455	adding	01099.jpg
1380	1999	54	30	96.966263	the	01099.jpg
1457	1997	108	31	96.528458	words	01099.jpg
1588	1997	59	30	96.169609	‘ice	01099.jpg
390	2047	988	42	-1.0		01099.jpg
390	2047	988	42	-1.0		01099.jpg
390	2047	988	42	-1.0		01099.jpg
390	2047	268	42	95.370392	manufacturing	01099.jpg
674	2048	117	41	95.753273	plants’	01099.jpg
810	2048	64	31	96.581284	and	01099.jpg
893	2048	54	31	96.680435	the	01099.jpg
967	2048	108	31	96.298462	words	01099.jpg
1094	2048	73	31	92.592888	‘and	01099.jpg
1187	2048	191	32	84.230339	ice’—No.”	01099.jpg
434	2099	940	43	-1.0		01099.jpg
434	2099	940	43	-1.0		01099.jpg
434	2099	940	43	-1.0		01099.jpg
434	2102	178	40	96.76844	Approved	01099.jpg
634	2102	55	31	96.745918	the	01099.jpg
714	2101	73	31	96.556175	12th	01099.jpg
809	2102	62	39	96.441162	day	01099.jpg
893	2101	37	32	95.791595	of	01099.jpg
953	2099	176	43	96.375244	February,	01099.jpg
1152	2102	40	31	93.214973	A.	01099.jpg
1217	2102	41	32	91.919151	D.	01099.jpg
1285	2101	89	33	96.614265	1920.	01099.jpg
0	0	2200	2600	-1.0		01100.jpg
868	238	166	31	-1.0		01100.jpg
868	238	166	31	-1.0		01100.jpg
868	238	166	31	-1.0		01100.jpg
868	238	66	31	96.542702	No.	01100.jpg
951	238	83	31	96.343025	911.	01100.jpg
337	310	1236	41	-1.0		01100.jpg
337	310	1236	41	-1.0		01100.jpg
337	310	1236	41	-1.0		01100.jpg
337	316	36	32	94.75975	A	01100.jpg
403	314	141	34	94.75975	JOINT	01100.jpg
575	312	298	34	95.939331	RESOLUTION	01100.jpg
904	317	41	27	96.308578	to	01100.jpg
975	312	162	39	96.06971	Propose	01100.jpg
1161	323	56	21	95.707253	an	01100.jpg
1248	310	254	33	95.754654	Amendment	01100.jpg
1531	314	42	28	96.749496	to	01100.jpg
435	363	1139	40	-1.0		01100.jpg
435	363	1139	40	-1.0		01100.jpg
435	363	1139	40	-1.0		01100.jpg
435	367	142	33	96.321785	Article	01100.jpg
603	367	86	32	92.464172	VIII	01100.jpg
717	366	41	32	92.464172	of	01100.jpg
785	366	65	32	96.475433	the	01100.jpg
877	365	247	33	95.819817	Constitution	01100.jpg
1152	365	49	38	96.876183	by	01100.jpg
1228	364	154	39	93.26828	Adding	01100.jpg
1409	363	165	33	92.284157	Thereto	01100.jpg
435	415	1140	43	-1.0		01100.jpg
435	415	1140	43	-1.0		01100.jpg
435	415	1140	43	-1.0		01100.jpg
435	420	147	33	96.847321	Section	01100.jpg
605	421	57	37	96.974838	13,	01100.jpg
684	424	40	28	96.873413	to	01100.jpg
746	419	194	39	96.502426	Empower	01100.jpg
961	418	114	33	96.601601	Cities	01100.jpg
1096	417	75	33	96.15918	and	01100.jpg
1193	417	135	37	96.15918	Towns	01100.jpg
1349	422	40	27	96.237457	to	01100.jpg
1409	415	166	41	96.752563	Acquire	01100.jpg
437	471	495	40	-1.0		01100.jpg
437	471	495	40	-1.0		01100.jpg
437	471	495	40	-1.0		01100.jpg
437	473	74	33	96.447067	and	01100.jpg
531	473	165	38	96.447067	Operate	01100.jpg
717	472	58	32	96.174774	Ice	01100.jpg
795	471	137	33	96.385468	Plants.	01100.jpg
386	545	1190	38	-1.0		01100.jpg
386	545	1190	38	-1.0		01100.jpg
386	545	1190	38	-1.0		01100.jpg
386	548	146	34	96.115829	Section	01100.jpg
553	549	32	31	95.986115	1.	01100.jpg
604	547	250	33	95.126671	Amendment	01100.jpg
872	551	39	28	95.126671	to	01100.jpg
929	546	142	32	96.233452	Article	01100.jpg
1090	545	98	38	95.318176	VIII,	01100.jpg
1207	545	260	38	93.191536	Constitution,	01100.jpg
1489	545	87	32	92.311089	Pro-	01100.jpg
337	598	1240	42	-1.0		01100.jpg
337	598	1240	42	-1.0		01100.jpg
337	598	1240	42	-1.0		01100.jpg
337	601	117	39	96.784554	posed	01100.jpg
479	601	49	38	96.50061	by	01100.jpg
553	600	151	39	96.163094	Adding	01100.jpg
728	599	146	33	96.360443	Section	01100.jpg
900	600	46	31	96.543503	13	01100.jpg
971	598	258	40	96.831795	Empowering	01100.jpg
1256	598	204	39	93.242928	Municipal	01100.jpg
1486	598	91	33	92.427872	Cor-	01100.jpg
337	650	1239	43	-1.0		01100.jpg
337	650	1239	43	-1.0		01100.jpg
337	650	1239	43	-1.0		01100.jpg
337	654	191	39	92.531487	porations	01100.jpg
542	658	39	28	96.842194	to	01100.jpg
595	653	163	39	96.82975	Acquire	01100.jpg
774	653	58	32	93.300613	Ice	01100.jpg
849	650	310	40	80.380325	Plants—Aiken,	01100.jpg
1176	651	198	39	95.902466	Barnwell,	01100.jpg
1391	651	185	39	96.281975	Calhoun,	01100.jpg
339	704	1238	41	-1.0		01100.jpg
339	704	1238	41	-1.0		01100.jpg
339	704	1238	41	-1.0		01100.jpg
339	707	146	32	96.35788	Marion	01100.jpg
502	706	74	33	96.558517	and	01100.jpg
594	705	190	33	96.369453	Marlboro	01100.jpg
800	705	175	33	92.953819	Counties	01100.jpg
993	704	313	39	91.916718	Exempted.—Be	01100.jpg
1326	706	23	30	95.785507	it	01100.jpg
1369	706	145	30	96.200157	resolved	01100.jpg
1534	706	43	39	95.882225	by	01100.jpg
339	757	1237	42	-1.0		01100.jpg
339	757	1237	42	-1.0		01100.jpg
339	757	1237	42	-1.0		01100.jpg
339	763	53	29	96.956886	the	01100.jpg
416	760	136	32	96.579811	General	01100.jpg
578	760	169	39	96.019737	Assembly	01100.jpg
773	759	35	30	96.38694	of	01100.jpg
834	760	52	29	96.933258	the	01100.jpg
913	759	87	31	96.427605	State	01100.jpg
1025	759	36	30	96.420502	of	01100.jpg
1090	759	101	31	96.759666	South	01100.jpg
1216	758	169	32	96.066216	Carolina:	01100.jpg
1411	757	85	31	95.982307	That	01100.jpg
1521	757	55	30	95.982307	the	01100.jpg
342	811	1235	42	-1.0		01100.jpg
342	811	1235	42	-1.0		01100.jpg
342	811	1235	42	-1.0		01100.jpg
342	813	166	40	96.558525	following	01100.jpg
526	814	202	29	96.330482	amendment	01100.jpg
749	819	32	24	96.776978	to	01100.jpg
802	813	121	30	96.714096	Article	01100.jpg
943	812	83	31	96.705925	VIII	01100.jpg
1049	812	36	30	96.375229	of	01100.jpg
1107	812	51	30	96.653885	the	01100.jpg
1181	812	88	31	96.563225	State	01100.jpg
1290	811	230	34	96.610252	Constitution,	01100.jpg
1542	816	35	25	96.457718	to	01100.jpg
340	865	1237	39	-1.0		01100.jpg
340	865	1237	39	-1.0		01100.jpg
340	865	1237	39	-1.0		01100.jpg
340	868	37	29	96.877441	be	01100.jpg
396	868	116	29	94.377922	known	01100.jpg
